Player.x,Team.x,Season.x,pos,Age.x,GP.x,W.x,L.x,Min.x,Offrtg,Defrtg,Netrtg,Ast_Pct,Ast_TO,Ast_Ratio,OREB_Pct,DREB_Pct,REB_Pct,To_Ratio,EFG_Pct,TS_Pct,USG_Pct,Pace,PIE,Screen_Assists,Screen_Assists_Pts,Deflections,Off_loose_balls_recovered,Def_loose_balls_recovered,loose_balls_recovered,Off_loose_balls_recovered_pct,Def_loose_balls_recovered_pct,Charges_drawn,Contested_2p_shots,Contested_3p_shots,Contested_shots,Pts_of_TOV,Second_pts,FBPS,PITP,OPP_pts_off_TO,OPP_Second_pts,OPP_FBPS,OPP_PITP,BLK,BLKA,PF,PFD,mp,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,Salary,All_Star,FGM_0_8,FGA_0_8,FG._0_8,FGM_8_16,FGA_8_16,FG._8_16,FGM_16_24,FGA_16_24,FG._16_24,FGM_24_plus,FGA_24_plus,FG._24_plus,FGM_backcourt,FGA_backcourt,FG._backcourt
Jordan Clarkson,CLE,2018,SG,26,81,40,41,23.3,104.6,106.5,-1.9,19.3,1.74,16.1,2.9,8,5.5,9.3,50.9,54.2,25.3,101.14,11.5,0.2,0.4,1.1,0.4,0.4,0.8,48.4,51.6,0,3.2,2.3,5.5,2.1,1.5,1.8,5.5,8.6,6.8,5.4,22.7,0.1,0.6,1.3,1.9,1256,16.9,0.532,0.315,0.198,3.8,9.7,6.7,22.9,1.5,0.2,11.6,27.7,1.1,1,2.1,0.08,1,-2.3,-1.3,0.2,11562500,0,2.4,4.2,57.4,0.8,2,42.8,0.7,1.7,40.4,1.4,3.9,35.1,0,0,0
Jordan Crawford,NOP,2018,SG,29,5,3,2,10.7,110.7,125.2,-14.5,35.1,2.6,28.9,3.6,3.6,3.6,11.1,59.3,60.1,23,110.35,9,0,0,0.4,0.2,0,0.2,100,0,0,0.6,0.6,1.2,1,1.2,0.4,1.2,5.6,4.6,4.2,15.2,0.2,0.4,1.4,0,53,19.1,0.601,0.519,0.037,4.2,4,4.1,37.7,0.9,1.5,15.4,26.5,0.1,0,0.2,0.15,3.9,-4.8,-0.9,0,1709538,0,0.2,0.6,33.3,0.6,1.2,50,0,0.8,0,1.6,2.8,57.1,0,0,0
Jordan Mickey,MIA,2018,PF,23,23,15,8,12.4,101.4,107.4,-6,5.1,0.5,7.7,6.5,22.6,14.6,15.4,48.8,51.5,16.8,95.98,8,1.3,3.2,0.7,0.2,0.3,0.5,36.4,63.6,0,3.4,0.9,4.2,0.5,0.7,0.2,3,4,3.6,1.8,11,0.4,0.3,1.6,0.7,284,10.6,0.515,0.195,0.232,7.1,24.9,16,4.8,1.1,3,16.6,17.1,-0.1,0.4,0.3,0.054,-5.5,0.4,-5.1,-0.2,1471382,0,1.4,2.5,56.9,0.1,0.2,40,0.1,0.1,66.7,0.1,0.7,12.5,0,0,0
Jose Calderon,CLE,2018,PG,36,57,33,24,16,110.9,107.7,3.2,17.5,2.85,32.9,1.7,7.9,4.9,11.5,62.4,64.3,11.8,97.51,6.7,0.4,0.9,1,0.2,0.5,0.7,29.3,70.7,0.11,1.7,1.7,3.4,0.6,0.1,0.5,1,5.2,4,3.6,15.6,0,0.1,1.4,0.8,914,11.3,0.643,0.524,0.162,1.7,8.5,5.2,17.4,1.4,0.2,17.1,11.6,1.5,0.3,1.8,0.095,0.1,-2,-1.9,0,2328652,0,0.5,0.7,69.2,0.1,0.3,43.8,0.3,0.7,44.1,0.8,1.7,45.8,0,0,0
Josh Gray,PHX,2018,PG,24,5,0,5,17.3,81.6,116.7,-35.1,24,1.71,18.5,1.7,10.4,5.1,10.8,30.5,34.9,24.3,106.07,4.1,0,0,2,0,0.4,0.4,0,100,0,2.6,1,3.6,0.4,1,0,2.4,7,3.4,5.4,16,0.4,1.2,1.6,1.6,86,7.2,0.349,0.317,0.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.1,-0.3,0.1,-0.2,-0.118,-5.9,0.4,-5.5,-0.1,3903900,0,1.2,3.6,33.3,0.2,1,20,0.2,1,20,0.6,2.6,23.1,0,0,0
Josh Hart,LAL,2018,SG,23,63,27,36,23.2,106.4,108.3,-1.9,7.6,1.7,14.7,2.8,14.3,8.6,8.6,57.3,59.6,13.3,100.37,8.8,0.1,0.3,1.3,0.3,0.4,0.7,43.2,56.8,0.03,4.9,2.9,7.8,1.7,0.9,2.3,2.8,8.6,6.1,5.9,22.9,0.3,0.3,1.7,1.2,1461,12.2,0.596,0.525,0.251,3.1,16,9.6,7.6,1.5,0.9,10.1,13.5,1.9,1.5,3.4,0.111,-0.3,0.2,-0.1,0.7,1394520,0,1.4,2.2,62.6,0.1,0.4,26.1,0.1,0.3,31.3,1.2,3.1,39.8,0,0,0
Josh Huestis,OKC,2018,PF,26,69,43,26,14.2,109.2,103.2,6,2.7,0.77,8.5,4.2,11.7,8,11,42,41.7,9.5,96.83,3.2,0.1,0.4,0.4,0.1,0.2,0.4,40,60,0.01,3.1,1.6,4.6,0.4,0.6,0.3,0.7,4,3.8,3.1,12.1,0.6,0.2,1.2,0.4,982,5.4,0.417,0.632,0.11,4.6,13.9,9.1,2.7,0.8,4,12,9.5,-0.5,1,0.5,0.024,-4.6,0.7,-3.9,-0.5,1471382,0,0.3,0.8,42.9,0,0.1,20,0,0.1,42.9,0.5,1.7,28.1,0,0,0
Josh Jackson,PHX,2018,SF,21,77,19,58,25.4,98.6,110.3,-11.7,10.5,0.82,9,4.4,12.3,8.3,11,44.8,48,25.3,103.23,7.2,0.1,0.4,1.6,0.4,0.6,1,43.6,56.4,0.08,3,2.4,5.3,2.2,1.4,2.8,6.9,9.9,7.4,8.1,25.6,0.5,1.1,2.8,2.9,1959,11.8,0.48,0.233,0.299,5.1,14.2,9.6,10.1,2,1.4,12.2,26,-2,1.2,-0.7,-0.018,-3.1,-1.2,-4.3,-1.1,5090040,0,3.2,5.9,53.1,0.7,1.9,34,0.5,1.4,35.5,0.7,2.8,26.6,0,0,0
Josh Magette,ATL,2018,PG,28,18,3,15,12,103.1,103.6,-0.5,37,6.33,49.1,0.9,7.9,4.3,7.8,41.3,46.4,11.9,99.81,8.5,0.1,0.3,0.6,0.2,0.3,0.5,33.3,66.7,0.17,1.8,1.2,2.9,0.3,0.2,0.2,0.2,3.5,2.4,2.3,12,0.1,0.1,0.9,1,216,11.9,0.464,0.478,0.174,1,8.8,4.9,36.4,1.8,0.4,15.4,11.8,0.3,0.1,0.4,0.092,-2.3,-3.1,-5.4,-0.2,77250,0,0.1,0.2,33.3,0.1,0.6,20,0.3,0.7,36.4,0.5,1.2,40,0,0.2,0
Josh McRoberts,DAL,2018,PF,31,2,2,0,2.9,85.7,100,-14.3,0,0,0,0,0,0,0,0,0,7.1,108.52,-12.8,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0.5,0,0,0,1,0,6,-12.5,0,1,0,0,0,0,0,0,0,0,7.6,0,0,0,-0.19,-9.8,-2.4,-12.2,0,6021175,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
Josh Richardson,MIA,2018,SF,24,81,44,37,33.2,105,104.2,0.8,13.1,1.65,17.6,2.5,8,5.3,10.7,52.3,55.1,17.6,97.38,8.6,0.2,0.6,2.7,0.3,0.8,1.2,27.4,72.6,0.1,5.3,3,8.3,1.9,0.9,1.2,4.4,10.6,8.2,7.6,29.5,0.9,0.5,2.5,2.4,2689,13.6,0.551,0.38,0.16,2.9,9,6,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.1,1.5,1.4,2.3,1471382,0,1.9,3.4,56.2,0.7,1.6,45,0.7,1.8,41,1.6,4.1,38,0,0,0
Josh Smith,NOP,2018,PF,32,3,2,1,3.9,73.1,107.4,-34.3,0,0,0,13.6,10,12.5,0,25,25,11.8,107.6,-4.5,0,0,0,0,0,0,0,0,0,1,0.3,1.3,0,0.7,0,0.7,0.7,0,0,2.7,0,0,1,0,12,3.5,0.25,0,0,28.1,8.7,18.1,0,0,0,0,14.4,0,0,0,-0.013,-6,-7.4,-13.4,0,5514806,0,0.3,1,33.3,0,0,0,0,0.3,0,0,0,0,0,0,0
JR Smith,CLE,2018,SG,32,80,49,31,28.1,110.9,113.2,-2.3,8.7,1.74,16.7,1.3,9.2,5.3,9.6,52.4,53.4,13.6,99.03,5.2,0.5,1.3,1.5,0.3,0.6,0.8,31.8,68.2,0.04,2.2,2.8,5,1.1,0.6,0.9,1.3,10,7.7,6.9,28.5,0.1,0.1,2,0.9,2244,8.4,0.534,0.64,0.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.031,-0.6,-1,-1.7,0.2,13760000,0,0.5,1,47,0.3,0.7,47.3,0.4,1,41.6,1.8,4.8,37.6,0,0,0
Jrue Holiday,NOP,2018,SG,28,81,47,34,36.1,109.4,104.5,4.9,24.3,2.28,23.8,2.2,9.5,6,10.4,54.3,57,22.5,102.25,11.8,0.4,1,3.2,0.8,0.9,1.6,46.6,53.4,0.02,4.5,4.3,8.8,2.5,1.3,2.4,10,12.4,10.2,10.4,34.3,0.8,0.7,2.5,2.8,2927,17.8,0.57,0.286,0.191,2.4,10.8,6.8,24.9,2,1.7,13.6,23.1,4.2,2.9,7.1,0.116,1.8,0.3,2.1,3,25686667,0,4.4,7.3,60.3,1.1,2.4,44.8,0.7,1.3,50,1.5,4.4,33.9,0,0,0
Juancho Hernangomez,DEN,2018,PF,22,25,15,10,11.1,105.1,109.2,-4.2,6,1.33,11.9,6.2,13.9,9.8,8.9,48,51.1,13.4,99.44,6.1,0.2,0.4,0.5,0.2,0.2,0.3,50,50,0.04,2.3,1.5,3.8,0.4,0.8,0.5,1.1,4.2,2.7,3.6,10.6,0.1,0.2,1,0.5,277,9.7,0.511,0.667,0.16,7.4,14.6,11,5.9,1.1,0.9,10.1,14,0.2,0.1,0.4,0.061,-1.1,-2.2,-3.3,-0.1,2076840,0,0.6,1,58.3,0,0,100,0,0,0,0.6,2,28,0,0,0
Julius Randle,LAL,2018,C,23,82,35,47,26.7,107,108.4,-1.4,15.8,0.99,13.9,8.2,20.2,14.4,14.1,56.3,60.6,25.1,101.3,13.5,2,4.5,1.1,0.7,0.5,1.2,60,40,0.02,5.7,2.7,8.3,2.4,2.8,2.7,11.5,10.5,7.1,7.4,27.2,0.5,1.3,3.3,4.1,2190,19.9,0.606,0.05,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4,2.6,6.6,0.145,0.4,0.6,0.9,1.6,4149242,0,5.6,9.1,61.3,0.3,0.9,37.1,0.1,0.5,25.6,0.1,0.5,23.8,0,0,0
Julyan Stone,CHA,2018,SG,29,23,10,13,7.6,106.6,97.3,9.3,18.7,3.71,55.3,0.5,15.3,7.9,14.9,69.2,68.4,5.1,103.69,6,0.1,0.3,0.4,0,0.2,0.3,16.7,83.3,0,1.1,0.7,1.7,0.1,0.1,0,0,2.3,2.2,1.9,7.1,0.1,0,0.9,0.3,175,7.6,0.684,1,0.154,0.6,17.6,9,19.2,1.1,1,33.5,5.2,0.2,0.2,0.3,0.087,-2.1,0.3,-1.8,0,1524305,0,0,0,0,0,0,0,0,0,0,0.3,0.6,46.2,0,0,0
Justin Anderson,PHI,2018,SF,24,38,27,11,13.7,98.3,105.4,-7.2,7.8,1.56,9.6,4.6,12,8.4,6.2,51.5,54,18.8,101.75,8.7,0.1,0.3,0.7,0.2,0.1,0.3,66.7,33.3,0.05,1.6,1.6,3.2,1,0.8,0.9,2.5,5.2,4.1,3.1,12.2,0.2,0.3,1.4,0.8,519,13,0.54,0.51,0.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,0.6,0.7,1.2,0.115,-0.5,-1.5,-2,0,1579440,0,1.2,2.1,56.8,0.1,0.2,33.3,0.1,0.3,40,0.9,2.7,33.7,0,0,0
Justin Holiday,CHI,2018,SG,29,72,24,48,31.5,104.2,108.2,-4,9.7,1.65,14,1.3,11.4,6.2,8.5,47.4,51.3,17.7,100.42,6.9,0.3,0.6,2.2,0.3,0.6,0.9,35.4,64.6,0.01,4.4,3.6,7.9,2,0.8,1.2,2.1,9.8,7.1,7.9,28.1,0.4,0.4,1.9,1.7,2265,10.8,0.513,0.574,0.21,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,0.1,1.6,1.7,0.036,-1,-0.3,-1.3,0.4,4500000,0,0.9,2,46.3,0.3,0.9,29.4,0.6,1.6,35,2.2,6.2,36.1,0,0.1,0
Justin Jackson,SAC,2018,SF,23,68,21,47,22.2,101.2,108.8,-7.6,7.1,1.85,13.6,1.8,10.9,6.2,7.3,51,52.1,13.9,97.42,6.4,0.1,0.3,0.6,0.2,0.4,0.6,35.9,64.1,0,2.5,1.9,4.5,1,0.7,1,2.6,7.5,5,5.8,19.7,0.2,0.2,1.2,0.7,1506,9.2,0.521,0.442,0.086,2,12.6,7.1,7.2,0.9,0.8,8.4,14.2,0.4,0.5,1,0.031,-2,-1.5,-3.5,-0.6,2365560,0,1.1,1.8,63.6,0.5,1,46.3,0.3,0.7,43.5,0.8,2.7,31.1,0,0,0
Justin Patton,MIN,2018,C,21,1,0,1,3.7,120,90,30,0,0,0,0,0,0,0,50,50,20,128.57,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,4,19.8,0.5,0,0,0,0,0,0,12.5,0,0,22.1,0,0,0,0.151,-0.7,4,3.3,0,2247480,0,0,1,0,1,1,100,0,0,0,0,0,0,0,0,0
Justise Winslow,MIA,2018,PF,22,68,33,35,24.7,103.8,102.9,1,13.4,1.92,19.6,3.7,17.8,10.7,10.2,47.4,49.6,15.8,97.72,9.2,0.7,1.7,1.5,0.4,0.8,1.2,35.8,64.2,0.01,4.1,2.9,7,1.4,0.8,0.8,4.3,7.8,5.5,5.8,21.1,0.5,0.6,2.1,1.4,1680,11.5,0.496,0.264,0.213,4.3,20.5,12.4,13,1.6,1.7,12.6,16.3,0.2,2.4,2.6,0.075,-2.7,1.7,-1,0.4,2705040,0,2,4,49.8,0.3,0.9,27.9,0.1,0.4,22.2,0.7,1.8,39.2,0,0.1,0
Jusuf Nurkic,POR,2018,C,23,79,48,31,26.4,106.7,103.1,3.6,11.5,0.78,10.3,8.7,23.7,16.2,13.2,50.5,52.8,25.7,98.73,12.7,3.7,8.7,1.7,0.5,0.4,0.9,54.9,45.1,0.03,9.8,1.9,11.7,1.8,2.6,0.5,10.4,8.2,6.6,6.4,23.7,1.4,0.8,3.1,3.5,2088,19.2,0.528,0.007,0.287,10,26.9,18.5,11.7,1.5,4.3,14.6,26.4,0.8,3.9,4.7,0.108,-2.6,2.8,0.3,1.2,2947304,0,4.8,8.7,55.1,0.7,1.6,40.6,0.6,1.6,37.9,0,0.1,0,0,0,0
Kadeem Allen,BOS,2018,PG,25,18,9,9,6,91.6,100,-8.4,16.7,1.33,25.5,3.4,6.7,4.9,19.1,27.3,36.6,13.2,101.43,0.6,0.3,0.7,0.4,0,0.1,0.1,0,100,0,0.3,0.5,0.8,0.1,0.1,0.1,0.6,2.1,1.1,1.1,5.8,0.1,0.1,0.8,0.4,107,2.6,0.366,0.5,0.409,4.1,7.1,5.6,15.2,1.4,1.6,25.7,14.6,-0.2,0.1,-0.1,-0.038,-6.7,0.3,-6.4,-0.1,77250,0,0.4,0.7,55.6,0.1,0.2,50,0,0,0,0,0.7,0,0,0,0
Karl-Anthony Towns,MIN,2018,C,22,82,47,35,35.6,115.3,109.2,6.1,10.5,1.25,11.7,8.5,27.2,17.9,9.3,59.6,64.6,22.5,96.15,16.5,2.6,5.7,1.4,0.6,0.8,1.4,44.3,55.7,0.21,11.5,2.9,14.4,3.1,3.9,0.7,10.5,10.9,9.3,9.4,33.2,1.4,0.8,3.5,4.6,2918,24.9,0.646,0.243,0.343,9.3,30.9,20,10.8,1.1,3.5,10.5,22.9,10.6,3.4,14,0.23,4.4,1.1,5.5,5.5,6216840,1,4.9,7.7,63.3,0.9,2,44.7,0.6,1.1,50,1.5,3.5,42.3,0,0,0
Kawhi Leonard,SAS,2018,SF,27,9,5,4,23.3,99.3,95.4,3.9,19.1,1.31,12.8,2.9,15.9,9.8,9.8,51.8,57.2,30.4,98.81,18.2,0.1,0.2,2.7,0.4,1,1.4,30.8,69.2,0,3.1,2.6,5.7,3.6,1.2,2.7,5.1,7.7,6.2,6.1,22.2,1,0.6,1,3,210,26,0.572,0.315,0.342,3.1,19.1,11.1,17.7,4.3,3.6,11.1,30.6,0.3,0.5,0.9,0.196,2.7,3.2,5.9,0.4,18868625,0,2.1,3.2,65.5,1.9,3.8,50,0.6,1.4,38.5,1.2,3.9,31.4,0,0,0
Kay Felder,DET,2018,PG,23,16,6,10,8.7,90.2,105.4,-15.1,24.7,1.25,17.9,1.9,10.8,6,14.3,32.9,37.9,28,102.34,3.8,0,0,0.5,0.1,0.1,0.1,50,50,0.13,0.5,0.9,1.4,0.3,0,0,1.1,3.8,2.6,2.3,8.1,0.1,0.3,0.7,1,140,3.6,0.379,0.271,0.171,2.3,12,6.9,22,1,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-8.6,-3.8,-12.4,-0.4,551866,0,0.5,1.3,35,0.3,0.8,36.4,0.4,1.4,30,0.3,1.3,21.1,0,0,0
Kelly Olynyk,MIA,2018,PF,27,76,42,34,23.4,110,104.6,5.3,18,1.41,19.4,5.2,20,12.6,13.8,58,61.2,21.3,96.5,12.2,2.7,6.2,1.9,0.4,0.4,0.8,53.2,46.8,0.2,5.7,2.1,7.8,1.7,1.5,0.7,4.7,7.1,5.4,4.9,21,0.5,0.5,2.9,2.9,1779,17.8,0.612,0.44,0.274,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,2.8,2.7,5.5,0.148,1.6,1.3,2.9,2.2,12007169,0,2.3,3.3,68.9,0.3,0.7,35.8,0.2,0.7,34.6,1.4,3.7,38,0,0,0
Kelly Oubre Jr.,WAS,2018,SF,22,81,43,38,27.5,105.9,108.2,-2.4,6.7,1.09,9.1,2.6,13.6,8.1,8.3,48.2,53.4,18.8,99.49,7.9,0.2,0.6,2.7,0.4,0.5,0.9,41.4,58.6,0.12,3.5,2.9,6.3,2.3,1.9,1.9,4.2,10.2,8.4,6.5,26.1,0.4,0.7,2.9,2.6,2231,11.9,0.534,0.467,0.295,3,15.4,9.2,6.4,1.8,1.4,9.2,19.4,1.4,2.3,3.7,0.08,-0.8,-0.4,-1.2,0.4,2093040,0,2,3.6,54.3,0.2,0.8,25.4,0.2,0.8,26.2,1.6,4.5,34.4,0,0,0
Kemba Walker,CHA,2018,PG,28,80,36,44,34.2,111.3,108,3.3,26.4,2.48,20.6,1.1,7.7,4.4,8.3,51.6,57.2,26.7,99.31,13.1,0.2,0.6,1.9,0.4,0.8,1.3,34,66,0.3,4.3,3.7,8,3.2,1.5,2.5,6,10.8,7.9,7.6,31.5,0.3,1.1,1.2,4,2736,20.6,0.572,0.441,0.308,1.2,8.7,4.9,27.4,1.6,0.7,10.4,27.4,6.5,2,8.6,0.15,5.1,-1.9,3.2,3.6,1.20E+07,1,2.5,5,51,0.8,2,40.5,1.1,2.6,43.7,2.9,7.4,38.9,0,0.1,0
Kendrick Perkins,CLE,2018,C,33,1,0,1,14.5,134.5,116.1,18.4,18.2,2,33.3,0,9.1,4.2,16.7,50,52.1,11.8,99.08,4.2,1,3,2,0,1,1,0,100,0,3,1,4,0,0,0,2,6,5,5,16,0,1,1,1,15,8.4,0.521,0,1,0,7.4,3.7,17.3,3.3,0,25.8,11.4,0,0,0,0.026,-4.9,-0.8,-5.7,0,131562,0,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Faried,DEN,2018,PF,28,32,16,16,14.4,103.2,108.1,-5,6.4,0.78,8.5,13.5,19.3,16.2,10.8,51.4,55.2,17.3,98.71,10.8,1.1,2.4,0.7,0.2,0.2,0.3,50,50,0.16,3.2,1.4,4.7,1,1.3,1,4.4,6.5,3.1,4.3,15.6,0.4,0.3,1.6,1.7,461,17.4,0.552,0.007,0.345,16.7,20.7,18.7,5.8,1.3,2.4,11.9,18.3,0.9,0.4,1.3,0.132,-1.1,-1.1,-2.3,0,12921348,0,2,3.8,53.7,0.3,0.7,36.4,0.1,0.1,75,0,0,0,0,0,0
Kent Bazemore,ATL,2018,SG,28,65,19,46,27.5,104.5,108.9,-4.5,19.9,1.45,19.9,1.4,12.4,6.9,13.7,50,54.7,22.1,99.1,9.9,0.4,1,2.9,0.3,0.8,1.2,27.3,71.4,0.02,3.5,2.3,5.8,3.1,1.1,2,3.9,10.5,8.1,7.4,26.1,0.7,0.5,2.3,2.7,1789,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17,22.5,0.2,2,2.2,0.059,-0.6,1.1,0.5,1.1,16910112,0,1.8,3.6,49.1,0.3,1.1,31.9,0.6,1.6,40.2,1.6,4.2,39.3,0,0,0
Kentavious Caldwell-Pope,LAL,2018,SG,25,74,31,43,33.2,106.5,107.4,-0.9,9.3,1.67,14.3,2.3,12.7,7.5,8.6,52.6,56.1,16.5,101.4,9.2,0.1,0.2,2.3,0.5,1,1.4,33.6,66.4,0.08,2.4,1.9,4.2,2.5,1.3,3,3.4,11.9,9.2,8.9,34.3,0.2,0.3,2,2.1,2458,13.2,0.561,0.52,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.103,0.6,0.4,1,1.9,17745894,0,1.6,2.6,60.5,0.3,0.8,30.6,0.6,1.7,34.9,2.1,5.6,38.4,0,0,0
Kevin Durant,GSW,2018,SF,29,68,49,19,34.2,115.9,108.9,7,24.3,1.77,18.7,1.5,16.9,9.9,10.6,58.6,64,29.3,102.24,16.8,0.6,1.5,1.5,0.3,0.7,1,32.9,67.1,0.04,6.3,3.4,9.7,3.7,1.9,4.3,7.7,13.6,10.1,10.8,34.5,1.8,0.6,2,4.8,2325,26,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1,4,12.9,30.4,7.5,2.9,10.4,0.215,5,0.7,5.6,4.5,2.50E+07,1,3,4.3,69.5,2.1,4.3,49.5,1.6,3.3,48.7,2.5,6,42.2,0,0,0
Kevin Love,CLE,2018,C,29,59,37,22,28,112.7,111.3,1.4,9.9,1.14,9.9,6.5,27.4,17.2,8.7,55.2,61.4,24.8,98.75,15,1.4,3.3,1.3,0.4,0.6,1,40,60,0.19,4.9,1.8,6.7,2.2,2.1,1,5.1,10.3,7.1,6.8,27.8,0.4,0.8,2,3.9,1651,22.4,0.614,0.453,0.365,7,29.8,18.6,9.8,1.3,1.2,9.6,25.1,4.7,1.6,6.4,0.185,2.7,-1.5,1.3,1.4,22642350,0,2.3,4.2,55.5,0.6,1.5,40.2,0.4,1.1,38.5,2.3,5.6,41.5,0,0,0
Kevon Looney,GSW,2018,C,22,66,45,21,13.8,110.7,104.6,6.1,6.2,1.35,14,9.4,13.5,11.6,10.3,58.3,58.8,12.1,100.71,7.9,1,2.4,0.7,0.3,0.3,0.7,51.1,48.9,0.02,4.7,1.9,6.6,0.6,0.9,0.3,3.1,4.8,3.3,4.2,13,0.8,0.3,1.6,1,910,14.8,0.588,0.026,0.399,11,15.2,13.2,6,1.8,4.9,12,12.4,1.5,1.3,2.8,0.145,-0.9,2.1,1.2,0.7,1471382,0,1.5,2.5,62.4,0.1,0.3,50,0.1,0.2,30.8,0,0,33.3,0,0,0
Khem Birch,ORL,2018,C,25,42,14,28,13.8,104.9,104,0.8,8.8,1.62,16.2,11.4,19.1,15.2,10,54,58.2,13.1,97.3,10.9,1.9,4.3,0.7,0.2,0.3,0.5,42.1,57.9,0.05,4.3,1.2,5.6,0.4,1.2,0.2,3.1,4.1,2.6,3.3,12,0.5,0.2,1.3,1.3,578,16.4,0.582,0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,0.15,-1.1,1.4,0.3,0.3,815615,0,1.4,2.3,61.5,0.2,0.7,32.1,0,0.1,0,0,0,0,0,0,0
Khris Middleton,MIL,2018,SF,26,82,44,38,36.4,110.3,108.7,1.6,17.2,1.72,17,1.6,13.3,7.6,9.9,52.4,57.7,23.9,97.78,11.4,0.7,1.5,2.7,0.6,0.7,1.3,42.9,57.1,0.13,3.7,3.6,7.3,3.4,1.2,2.4,5.4,11.8,9.9,7.5,35.3,0.3,0.7,3.3,3.1,2982,17.4,0.577,0.32,0.285,1.8,15,8.4,17.7,2,0.6,11.8,24.6,4.6,2.3,6.9,0.111,1.6,-1.2,0.4,1.8,14100000,0,1.9,3.5,54,2.2,4.1,54.4,1.3,2.9,45.2,1.8,5,36,0,0,0
Klay Thompson,GSW,2018,SG,28,73,55,18,34.3,112.6,105.6,7.1,10.8,1.45,12.1,1.4,8.9,5.5,8.3,58.6,59.9,23.2,101.38,10.3,0.4,0.9,1.1,0.3,0.7,1,32.9,67.1,0,4,2.6,6.6,2.4,1.3,3.8,4.1,13,9.9,10.4,33.1,0.5,0.4,1.6,1.7,2506,16,0.598,0.442,0.083,1.5,10.3,6.2,11.2,1.1,1.1,9.5,23.7,3.1,1.8,4.9,0.094,1.8,-2.4,-0.6,0.9,17826150,1,1.5,2.5,61.1,1.2,2.5,47.3,2,4,50.5,3.1,7.1,44.3,0,0,0
Kobi Simmons,MEM,2018,PG,20,32,6,26,20.1,100.7,117.7,-17,15.7,1.55,21.8,2.1,6.2,4,14.1,45.2,49,16.3,97.89,4.6,0.2,0.3,0.8,0.3,0.3,0.6,50,50,0.19,1.3,1.3,2.6,1.4,0.4,1.3,3.7,8.5,5.3,6.8,19.9,0.2,0.4,1.9,1.2,643,7.7,0.49,0.206,0.132,2.5,6.6,4.5,16.5,1.4,0.7,18,17,-0.4,0.2,-0.2,-0.013,-3.9,-2.1,-6,-0.6,77250,0,1.6,2.6,61.9,0.4,1.3,29.3,0.2,0.8,20,0.3,1.1,30.6,0,0.1,0
Kosta Koufos,SAC,2018,C,29,71,22,49,19.6,98.8,106.8,-8,10,1.78,15.6,10,23.6,16.5,8.8,57.1,56.6,15,95.86,12.4,2.8,6.2,1.2,0.3,0.3,0.5,50,50,0,5.9,1.3,7.2,0.7,1.5,0.2,6.1,5.4,5,4.2,16.9,0.5,0.3,2.1,1.3,1391,17.5,0.566,0,0.19,11.7,27.6,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.9,0.134,-0.8,1.4,0.5,0.9,8393000,0,2.3,3.7,61,0.8,1.7,48.4,0,0,100,0,0,0,0,0,0
Kris Dunn,CHI,2018,PG,24,52,19,33,29.3,102.5,110.6,-8,31.9,2.07,26.3,1.5,13.1,7.1,12.7,46.2,48.8,24.5,100.45,9.5,0.2,0.4,3.1,0.5,0.8,1.4,37.1,62.9,0,3.9,3.9,7.7,2.2,1.2,1.5,6.1,10.3,6.7,6.9,28.2,0.5,0.7,3.3,2.2,1525,14.5,0.488,0.201,0.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,-1,1.9,0.9,0.027,-1.4,1.4,-0.1,0.7,4046760,0,2.4,5,48.8,1.1,2.9,39.3,1.1,2.4,46.8,0.8,2.6,32.3,0,0,0
