Player.x,Team.x,Season.x,pos,Age.x,GP.x,W.x,L.x,Min.x,Offrtg,Defrtg,Netrtg,Ast_Pct,Ast_TO,Ast_Ratio,OREB_Pct,DREB_Pct,REB_Pct,To_Ratio,EFG_Pct,TS_Pct,USG_Pct,Pace,PIE,Screen_Assists,Screen_Assists_Pts,Deflections,Off_loose_balls_recovered,Def_loose_balls_recovered,loose_balls_recovered,Off_loose_balls_recovered_pct,Def_loose_balls_recovered_pct,Charges_drawn,Contested_2p_shots,Contested_3p_shots,Contested_shots,Pts_of_TOV,Second_pts,FBPS,PITP,OPP_pts_off_TO,OPP_Second_pts,OPP_FBPS,OPP_PITP,BLK,BLKA,PF,PFD,mp,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,Salary,All_Star,FGM_0_8,FGA_0_8,FG._0_8,FGM_8_16,FGA_8_16,FG._8_16,FGM_16_24,FGA_16_24,FG._16_24,FGM_24_plus,FGA_24_plus,FG._24_plus,FGM_backcourt,FGA_backcourt,FG._backcourt
Domantas Sabonis,IND,2019,C,23,74,43,31,24.8,108.8,103.6,5.2,18,1.33,17.8,9.9,26.9,18.4,13.4,59.6,63,22.6,99.33,16.2,4.1,9.1,1,0.5,0.5,1,51.4,48.6,0,5.8,1.9,7.8,2.1,3,0.7,9.6,7.4,5.7,7,22.8,0.4,0.4,3.2,3.9,1838,21.9,0.63,0.024,0.416,11.5,29.8,20.8,18.2,1.3,1.5,16.2,23.5,4.3,3.3,7.6,0.197,1.5,2.2,3.7,2.6,2659800,0,4.5,6.9,65.8,0.5,1.2,39.1,0.5,1.1,40,0.1,0.2,52.9,0,0,0
Donatas Motiejunas,SAS,2019,PF,28,3,3,0,4.3,67.9,129.6,-61.8,20,0.33,9.1,15.4,7.7,11.5,27.3,50,43.6,32.3,103.26,-12,1,2,0.3,0,0,0,0,0,0,1,1,2,0,0,0,2,3,2.7,0,3.3,0.3,0.3,2,0.3,13,-0.5,0.436,0,0.333,16.9,8.3,12.6,11.9,0,6.5,30.4,33.5,-0.1,0,-0.1,-0.246,-11.2,-0.3,-11.5,0,99289,0,0.3,1,33.3,0.7,1,66.7,0,0,0,0,0,0,0,0,0
Donovan Mitchell,UTA,2019,SG,22,77,49,28,33.7,110.5,103.7,6.8,20.9,1.48,14.4,2.2,9.3,5.8,9.7,49.3,53.7,30.9,101.5,11.7,0.3,0.6,2.3,0.6,0.8,1.4,42.3,57.7,0,2.7,2.8,5.5,3.3,1.6,2.3,10.1,11.8,7.4,8.1,32.7,0.4,1.2,2.7,3.8,2598,17.2,0.537,0.339,0.259,2.5,10.5,6.6,21.2,2,0.9,11.3,31.6,1.3,3.7,5,0.092,0.8,-0.2,0.6,1.7,3111480,0,3.8,7.9,48.6,1.7,3.8,45.9,0.6,1.5,39.7,2.4,6.7,36.4,0,0.1,20
Donte DiVincenzo,MIL,2019,SG,22,27,20,7,15.2,111,98.4,12.6,10.2,1.63,17.3,3.6,9.9,6.9,10.6,49.2,50.7,14.5,106.79,6.2,0.2,0.5,0.8,0.3,0.4,0.7,40,60,0,2.4,1.9,4.3,0.8,0.6,1.4,2,4,3.7,3,12.8,0.2,0.1,1.4,0.9,411,9.1,0.507,0.669,0.097,4.2,11.4,8,9.7,1.5,1.2,12.8,15.1,0,0.6,0.6,0.069,-1.9,0.1,-1.8,0,2484360,0,1,1.3,74.3,0,0.1,25,0,0.1,50,0.8,3,26.8,0,0.1,0
Donte Grantham,OKC,2019,SF,24,3,2,1,0.8,66.7,120,-53.3,0,0,0,0,0,0,0,0,0,33.3,108.57,-18.2,0,0,0,0.3,0,0.3,100,0,0,0,0.7,0.7,0,0,0,0,1,1,0,0,0,0,0,0,2,-38.1,0,1,0,0,0,0,0,0,0,0,40.7,0,0,0,-0.946,-25.2,-13.6,-38.9,0,77250,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0
Dorian Finney-Smith,DAL,2019,SF,26,81,33,48,24.5,106.8,108.7,-1.9,7,1.28,12.8,6.4,11.9,9.2,10,50.7,53,13.5,100.7,6.9,0.2,0.5,1.4,0.4,0.5,0.8,42,58,0.04,4.3,3.2,7.5,1.1,1.5,1.3,3.5,8.1,6.7,8,24,0.4,0.4,2.3,1.1,1985,11,0.53,0.481,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14,1.2,2,3.3,0.079,-1,1.1,0.2,1.1,1544951,0,1.7,2.9,57.7,0.1,0.2,35.3,0.1,0.3,33.3,1,3.1,31.7,0,0.1,0
Doug McDermott,IND,2019,SF,27,77,43,34,17.4,106.8,103.2,3.6,7,1.6,12,1.2,6.6,3.9,7.5,59,61.7,15.2,100.88,7.5,0,0,0.3,0.1,0.1,0.3,47.6,52.4,0,2,1.7,3.7,0.8,0.7,0.9,2.5,5.8,4.2,5.3,16.6,0.1,0.3,1.4,0.7,1340,11.6,0.617,0.488,0.187,1.4,7.5,4.5,7.1,0.7,0.5,8.4,16.3,1.8,1.1,2.9,0.103,0,-2.1,-2.1,0,7333334,0,1.2,1.8,66.7,0.2,0.3,50,0.2,0.7,33.3,1.1,2.7,41,0,0,0
Dragan Bender,PHX,2019,PF,21,46,9,37,18,104.6,112.7,-8.1,9.4,1.51,17.9,4,16.8,10.5,11.9,50.3,52.1,13,103.3,6.6,0.9,2.1,0.6,0.1,0.3,0.4,23.5,76.5,0,6.8,2.8,9.6,0.9,1.1,0.6,2.9,7.1,6.2,5.5,19.9,0.5,0.1,2,1.2,826,9.5,0.521,0.513,0.274,4.5,20.3,12.3,9.4,1,2.2,14.4,13.4,0,0.4,0.5,0.027,-3.1,-0.3,-3.4,-0.3,4661280,0,1.4,2,72.5,0,0.1,0,0,0,0,0.5,2.2,21.8,0,0,0
Draymond Green,GSW,2019,PF,29,66,48,18,31.3,115.8,105,10.7,26.1,2.69,41.9,3.1,18,11.2,15.6,50.1,52.6,12.8,103.58,9.8,2.1,5.3,3.2,0.3,0.8,1.1,30.1,69.9,0.17,6.9,4.7,11.6,1,0.7,1.4,3.9,11,8.8,8.8,29.2,1.1,0.3,3,1.9,2065,12.9,0.526,0.391,0.216,3.2,20.8,12.4,26.8,2.2,2.8,26.8,13.1,1.1,3.2,4.3,0.1,-1.4,3.4,2,2.1,17469565,0,1.8,2.9,62.9,0.2,0.6,31,0.1,0.3,28.6,0.7,2.5,28.7,0,0,0
Drew Eubanks,SAS,2019,PF,22,23,13,10,4.9,95.4,105.5,-10,10,0.88,14.9,5.6,21.4,14.3,17,57.7,64.6,14.8,101.37,11.1,0.5,1,0.1,0.1,0,0.2,75,25,0,1.9,0.7,2.6,0.1,0.1,0,1.2,2.7,1.5,2.3,4.4,0.2,0,0.5,0.4,113,15.1,0.646,0,0.5,5.8,26.8,16.4,8.3,0.9,3.7,20.1,15.5,0.1,0.2,0.3,0.12,-3.6,1.3,-2.3,0,77250,0,0.5,0.9,61.1,0.2,0.4,50,0,0,0,0,0,0,0,0,0
Duncan Robinson,MIA,2019,PF,25,15,7,8,10.7,98,108.8,-10.9,4.5,1.25,8.8,1.1,9.1,5.2,7,50,51.4,13.4,101.7,5.5,0.1,0.1,0.7,0.1,0.1,0.3,50,50,0,1.1,1.5,2.6,0.7,0.5,0.8,0.8,3.5,4.4,2.5,10.3,0,0.1,0.7,0.3,161,7.6,0.514,0.761,0.13,1.3,11.2,6.3,4.4,1.5,0,7.6,14,0,0.2,0.2,0.051,-2.6,-1.6,-4.2,-0.1,77250,0,0.5,0.5,85.7,0.1,0.2,50,0.1,0.2,50,0.7,2.5,28.6,0,0,0
Dusty Hannahs,MEM,2019,SG,25,2,0,2,13,91.2,108.8,-17.5,35.7,5,26.3,0,3.6,1.6,5.3,25,31.1,22.2,105.57,4.1,0,0,0,0,0,0,0,0,0,0.5,1,1.5,1,0,1,3,2,4.5,5.5,17,0,0.5,0.5,0.5,26,4.5,0.311,0.417,0.167,0,4.4,2.2,28.8,1.9,0,7.2,23.9,-0.1,0,-0.1,-0.125,-7.2,-5.1,-12.2,-0.1,47370,0,1.5,3,50,0,0.5,0,0,0,0,0,2.5,0,0,0,0
Dwayne Bacon,CHA,2019,SG,23,43,20,23,17.6,111.2,113.2,-2,9.2,2.61,13.7,1,10.5,5.7,5.3,54.9,57,16.7,99.59,6.9,0.1,0.4,0.4,0.3,0.3,0.5,47.8,52.2,0,1.9,2.1,4,1,0.5,1.2,3.6,4.6,4.7,4.1,17.5,0.1,0.3,1.7,1,759,11.7,0.57,0.339,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-1.2,-2.4,-3.5,-0.3,1378242,0,1.5,2.5,61.3,0.4,1.1,31.1,0.1,0.5,26.3,0.9,2.1,43.7,0,0,0
Dwight Howard,WAS,2019,C,33,9,4,5,25.5,104.5,113.6,-9.1,2.6,0.25,3.6,10,25.8,17.7,14.5,62.3,63.8,19.3,102.57,11.1,2.7,5.6,1.2,0.3,0.2,0.6,60,40,0,5.8,1.1,6.9,2.3,2.8,0.9,8.7,12.4,6.7,8.3,24.2,0.4,0.9,3.8,5.3,230,17.4,0.638,0,0.696,11.1,28.3,19.6,2.6,1.4,1.5,15.1,19.6,0.4,0.2,0.6,0.124,-2.9,-2.3,-5.2,-0.2,24256725,0,4.3,6.3,68.4,0.1,0.6,20,0.3,0.8,42.9,0,0,0,0,0,0
Dwight Powell,DAL,2019,C,27,77,31,46,21.6,110.8,109.9,0.9,10.1,1.67,14.5,8.1,16,12,8.7,63.7,68.2,16.7,100.94,12.3,2.8,6.7,1.1,0.5,0.5,1,49.3,50.7,0.04,6.2,3.2,9.4,1.2,1.5,0.7,6.5,6,5.6,5.9,20.8,0.6,0.4,2.6,3.3,1662,20.4,0.682,0.261,0.523,9.1,17.3,13.2,10.7,1.3,2.6,10.1,17.2,5.6,1.9,7.5,0.215,2.8,1.2,4,2.5,9631250,0,3.2,4.4,73.2,0,0.1,12.5,0,0.1,9.1,0.5,1.6,30.7,0,0,0
Dwyane Wade,MIA,2019,SG,37,72,35,37,26.2,104.8,106.6,-1.8,26.4,1.81,19.7,3.3,10.6,6.9,10.8,47.8,51,26.9,101.36,11.5,0,0.1,1.6,0.5,0.5,1.1,50,50,0,2.1,2.6,4.7,2.1,1.4,1.4,7.1,9.5,7.9,7.1,23.5,0.5,0.5,1.6,2.2,1885,15.8,0.51,0.272,0.243,3.9,12.2,8,26.5,1.5,1.8,13.5,27.9,0.1,2.3,2.4,0.061,-0.4,0,-0.5,0.7,2393887,1,2.9,5,58.1,1.2,3.2,36.9,0.5,1.5,33,1.2,3.6,33.1,0,0,33.3
Dzanan Musa,BKN,2019,SG,20,9,4,5,4.4,100,89.4,10.6,8.3,0.5,6.9,1.9,10.5,5.4,13.8,43.2,41.5,25,104.46,5.3,0,0,0.2,0.2,0,0.2,100,0,0,0.4,0.2,0.7,0,0,0,1.6,0.7,0.6,0.9,4,0,0.1,0.1,0.1,39,5.8,0.415,0.455,0.091,2.7,10.7,6.7,8.6,2.4,0,14.9,29,-0.2,0,-0.1,-0.152,-7.6,-2.8,-10.4,-0.1,1634400,0,0.7,0.9,75,0.1,0.2,50,0.1,0.3,50,0.1,1.3,10,0,0,0
Ed Davis,BKN,2019,C,30,81,42,39,17.9,106.5,102.2,4.3,6.4,0.95,12.2,13.5,30.7,22,12.8,61.6,63.2,12.5,100.93,13.9,2.8,6.7,0.6,0.4,0.3,0.8,56.5,43.5,0,5.3,0.7,6,0.7,2.4,0.1,4.6,5.8,4.3,4.3,16.9,0.4,0.3,2.8,1.8,1446,17.3,0.632,0.007,0.536,15.8,34.6,25.2,6,1.2,1.8,14.6,12.7,3.3,2.5,5.7,0.191,-1.4,1.7,0.4,0.9,4449000,0,2.3,3.6,62.7,0,0.1,42.9,0,0,0,0,0,0,0,0,0
Edmond Sumner,IND,2019,PG,23,23,14,9,9.1,99.6,107.3,-7.8,6.3,1,10.6,3.8,6.5,5.1,10.6,39.8,44.3,15.7,106.25,2.8,0,0,0.9,0.1,0.1,0.2,40,60,0.04,1.3,1.3,2.6,0.6,0.4,0.4,1.1,3.7,3.4,2.7,8.7,0.2,0.2,1.1,0.8,210,7.6,0.443,0.422,0.375,4.9,7.8,6.3,6.3,2.8,2.1,11.8,17.6,-0.2,0.3,0.1,0.02,-4.1,0.5,-3.6,-0.1,449794,0,0.5,1.3,41.4,0,0.1,33.3,0.1,0.3,40,0.3,1.2,25.9,0,0,0
Ekpe Udoh,UTA,2019,C,32,51,35,16,6.3,102.8,110.5,-7.7,13.1,2.15,22,9,18.9,14.2,10.2,69.4,69.8,12.8,105.52,12.5,0.8,1.9,0.4,0.1,0.1,0.2,44.4,55.6,0,2.9,0.4,3.3,0.3,0.6,0.1,2,2.2,1.7,1.6,7.3,0.6,0.1,0.7,0.5,320,20.9,0.698,0,0.417,9.3,20.9,15.2,12.8,1.5,7.7,13.2,13.1,0.9,0.7,1.6,0.238,-0.1,5.7,5.6,0.6,3360000,0,0.9,1.2,73.8,0.1,0.2,50,0,0,0,0,0,0,0,0,0
Elfrid Payton,NOP,2019,PG,25,42,18,24,29.8,110.7,112.9,-2.2,31.8,2.86,36.5,3.7,12.9,8.3,12.8,47.5,50.2,17.7,106.18,9.8,0.3,0.7,2,0.6,0.6,1.2,50,50,0,3.2,3.1,6.3,1.6,1.2,1.5,6.7,10.8,8.1,11.2,34,0.4,1.1,1.9,1.8,1250,14,0.502,0.255,0.18,4.1,14,9.1,33.5,1.6,1.1,20.1,18.3,0.6,0.9,1.5,0.058,-0.7,-0.1,-0.9,0.4,3.00E+06,0,3.1,6.3,48.7,0.3,0.9,37.8,0.1,0.1,66.7,0.8,2.5,31.1,0,0,0
Elie Okobo,PHX,2019,PG,21,53,7,46,18.1,101.1,111.1,-9.9,19.8,1.84,25,1.2,9.2,5.1,13.6,46,48.9,16.8,101.12,5.3,0.1,0.2,1,0.2,0.4,0.6,30.3,69.7,0,2.5,1.9,4.4,0.9,0.3,0.8,2.4,6.6,6.1,5.2,19.7,0.1,0.2,2.1,0.8,958,7.6,0.489,0.455,0.162,1.4,10.1,5.7,18.7,1.6,0.6,18.2,17,-0.7,0.2,-0.5,-0.027,-3.7,-2.2,-5.9,-0.9,1238464,0,1,1.8,55.7,0.3,0.8,34.1,0.1,0.4,35,0.7,2.5,29.8,0,0,0
Emanuel Terry,MIA,2019,PF,22,3,0,3,7.6,117.6,112,5.6,12.5,1,15.4,14.3,23.5,18.4,15.4,57.1,57.1,18.3,106.64,11.6,2,4.3,1.3,0,0,0,0,0,0,2.3,1.7,4,1.7,1,0.3,2.7,6,2.3,2,8.7,0,0.3,1.3,1,20,19.9,0.654,0,0.333,10.9,22.5,16.6,8,7.2,0,22.5,19.1,0,0,0.1,0.127,-1.3,2.9,1.6,0,94740,0,1.3,2.3,57.1,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Mudiay,NYK,2019,PG,23,59,13,46,27.2,104,114.8,-10.8,24.2,1.63,19.2,1.9,9.8,5.7,11.8,49.3,53.1,24.8,101.46,9.8,0.2,0.5,1.5,0.4,0.5,1,45.6,52.6,0.1,2.4,3.5,5.9,2.1,1.3,2,6.6,10,8,7.7,29.6,0.3,0.9,1.7,2.4,1607,14.6,0.531,0.284,0.251,2.1,10.9,6.4,24.2,1.3,1,14.6,25.6,0.1,0.7,0.8,0.023,-0.5,-1.9,-2.4,-0.2,4294479,0,2.5,4.9,51.6,1.3,2.7,46,0.7,1.4,47.6,1.2,3.5,32.7,0,0,0
Enes Kanter,POR,2019,C,27,67,28,39,24.5,106.4,112.6,-6.2,12,0.98,11.6,13.8,24.5,18.8,11.8,55.6,59.4,21.9,100.15,15.2,2.9,6.6,0.8,0.5,0.3,0.8,64.7,35.3,0,6.1,1.6,7.7,1.5,4.2,0.7,10.5,8.1,6.4,6.9,26.3,0.4,0.9,2.5,3,1640,22.3,0.594,0.05,0.288,16.4,26.1,21.1,12.1,0.9,1.3,13.3,23.1,3.9,1.6,5.4,0.159,1.5,-0.2,1.3,1.4,19264603,0,5.1,8.6,59.7,0.2,0.8,28.6,0.1,0.3,35,0.1,0.5,29.4,0,0,0
Eric Bledsoe,MIL,2019,PG,29,78,59,19,29.1,115.3,104.2,11.1,26,2.61,25.8,3.5,10.8,7.4,9.9,54.8,57.7,22.5,104.43,12.5,0.4,0.9,2.5,0.6,0.5,1.2,54.3,45.7,0.04,3.1,2.8,5.9,3.2,1.2,3.4,8.3,8.4,7.4,6.2,25.6,0.4,0.6,2,2.9,2272,19.3,0.577,0.388,0.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,4.4,3.7,8.2,0.173,2.5,1,3.5,3.2,1.50E+07,0,3.9,6.1,64,0.4,1.1,36.6,0.2,0.5,35,1.6,4.8,32.9,0,0,0
Eric Gordon,HOU,2019,SG,30,68,44,24,31.7,116.2,108.1,8.1,9,1.43,10.6,0.7,5.9,3.3,7.4,52.5,54.9,21.5,99.87,7,0.4,1,1.4,0.3,0.4,0.7,42,58,0.03,2.3,1.9,4.3,2.2,1.4,1.9,4.7,9.7,8.7,8.7,33.9,0.4,1,2.1,1.9,2158,12.2,0.549,0.64,0.162,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22,1.7,1,2.6,0.059,0,-2.9,-2.9,-0.5,13500375,0,2.3,4.4,52.2,0.1,0.5,30.3,0,0.1,37.5,3.2,8.8,36,0,0,0
Eric Moreland,TOR,2019,PF,27,5,3,2,8.6,83.7,105.6,-21.9,15.4,0.8,25,10.8,34.8,24.1,31.3,50,50,11.7,100.54,9.5,0.6,1.6,0,0.4,0.2,0.6,66.7,33.3,0,1.4,0.6,2,0.4,0.4,0,0.8,4.8,2.8,3.4,9.2,0.2,0.2,1.8,0,38,7.1,0.5,0.143,0,11.7,35.9,24.1,13.3,1.3,2.2,41.7,13.6,-0.1,0.1,0,0.026,-6.6,3.5,-3.1,0,309859,0,0.4,1,40,0,0.2,0,0,0,0,0.2,0.2,100,0,0,0
Ersan Ilyasova,MIL,2019,PF,32,67,49,18,18.4,111.2,101.5,9.7,5.6,1.08,10.1,7.1,15.1,11.2,9.3,51.4,54.8,15.1,105.02,7.1,1,2.4,1.2,0.2,0.3,0.5,36.7,63.3,0.73,3.7,1.8,5.5,0.9,1.4,0.9,2.8,5.6,4.3,4.2,15.9,0.3,0.3,2.6,1.7,1231,11.6,0.548,0.42,0.194,8.2,16.2,12.5,5.5,1.2,1.4,10.4,15.7,1.2,1.9,3,0.119,-1.5,0.1,-1.3,0.2,7.00E+06,0,1.4,2.5,55.7,0.1,0.5,26.5,0.1,0.3,35,0.9,2.4,36.5,0,0,0
E'Twaun Moore,NOP,2019,SG,30,53,21,32,27.6,111.3,111.6,-0.3,9.3,1.73,14.2,2.3,5.8,4.1,8.2,55.3,56.7,17,104.07,6.7,0.1,0.3,1.3,0.4,0.6,1,37.3,62.7,0,3,2.1,5.2,1.6,1.5,2.1,5.8,9.5,8.2,9.7,29.9,0.2,0.5,2.1,1,1463,11.5,0.567,0.331,0.111,2.5,6.4,4.5,9.5,1.3,0.4,9.6,17.3,1.2,0.5,1.7,0.055,-0.2,-1.9,-2.2,-0.1,8808685,0,2.2,3.8,58.1,0.9,2.2,43,0.2,0.7,33.3,1.4,3.3,43.2,0,0,0
Evan Fournier,ORL,2019,SG,26,81,42,39,31.5,110.1,108.4,1.7,17,1.92,18.6,1.4,8.6,5,9.7,50.9,53.6,21.7,98.84,7.7,0.2,0.4,1.4,0.5,0.6,1.1,46.5,53.5,0.01,3.5,2.7,6.2,2.1,1.1,1.7,5.9,9.7,7,9.2,32.5,0.1,0.6,2.8,2.1,2553,12.3,0.536,0.421,0.159,1.6,9.4,5.4,17.6,1.4,0.4,11.9,22.1,0.8,2.5,3.2,0.061,-0.4,-1.1,-1.5,0.3,1.70E+07,0,2.4,4.2,57,0.8,1.8,44.5,0.7,1.6,41.1,1.9,5.5,34.4,0,0,0
Evan Turner,POR,2019,PG,30,73,47,26,22,110.4,109.1,1.3,24.2,2.48,31.9,2.2,16.7,9.6,12.8,47.3,50.4,15.8,100.7,9.9,0.2,0.6,0.7,0.3,0.3,0.6,46.8,53.2,0,2.8,2.5,5.2,0.6,0.8,0.4,3.7,6.6,6.3,6.4,20.7,0.2,0.4,1.5,1.5,1605,11.6,0.504,0.117,0.239,2.5,18.9,10.9,23.6,1,0.9,18.9,15.9,0.5,1.5,2,0.06,-2.5,0.7,-1.8,0.1,17868853,0,1.5,2.7,56.7,0.8,1.8,42.1,0.4,0.9,42.2,0.2,0.7,21.2,0,0,0
Frank Jackson,NOP,2019,PG,21,61,22,39,19.2,106.3,111.3,-5,8,1.44,11.6,1.9,8.5,5.2,8.1,49.3,51.7,17.8,107.41,5.9,0.1,0.3,0.4,0.3,0.5,0.8,38.3,61.7,0,2,1.7,3.7,1.2,0.5,1.8,4.1,7.5,5.4,6.5,21.3,0,0.4,1.5,1.1,1169,9.4,0.517,0.378,0.163,2.2,9.5,5.9,8,1,0.1,9.1,18.5,0.1,0.4,0.4,0.018,-2.2,-2.8,-5,-0.9,1378242,0,1.9,3.4,57.1,0.4,0.9,39.6,0.1,0.4,18.2,0.9,2.8,31.4,0,0,0
Frank Kaminsky,CHA,2019,C,26,47,22,25,16.1,109.9,109.1,0.9,12.9,1.54,14.1,4.8,16.4,10.4,9.2,54.7,58.7,21.6,100.36,10.6,1.4,3.1,0.6,0.3,0.1,0.4,68.4,31.6,0.04,4.7,1.7,6.3,1.2,0.9,0.5,3.6,4.1,3.9,3.9,15.8,0.3,0.3,1.4,1.7,755,16.8,0.587,0.466,0.359,5.5,18.1,11.7,12.9,0.8,1.4,10.6,22.1,1.3,0.5,1.8,0.114,1.1,-1.9,-0.9,0.2,3627842,0,1.7,2.8,62.2,0.2,0.5,37.5,0,0.2,0,1.1,3,36,0,0,0
Frank Mason,SAC,2019,PG,25,38,16,22,11.5,99.5,114,-14.5,28,2.33,26.8,1.3,8.3,4.7,11.5,46.2,50.2,21.3,107.58,8.5,0.1,0.3,0.6,0.2,0.3,0.4,37.5,62.5,0,0.8,1.2,2,0.7,0.4,1.1,2.4,3.7,3.3,3.6,12.2,0.1,0.3,0.9,1.3,435,12.4,0.502,0.379,0.337,1.4,9,5.1,26.3,1.7,0.8,15.6,21.8,0,0.3,0.3,0.033,-2,-2.5,-4.5,-0.3,1378242,0,1,1.7,60.9,0.3,0.6,42.9,0.3,0.6,45,0.4,1.7,21.9,0,0,0
Frank Ntilikina,NYK,2019,PG,20,43,9,34,21,102,110.6,-8.5,19.5,2.16,25.6,1.2,8,4.5,11.8,39.5,41.7,16.3,101.94,3.9,0.1,0.3,1.1,0.3,0.7,1,33.3,66.7,0.07,3.2,1.6,4.8,0.7,0.3,0.4,2,6.9,6.7,4.6,22.2,0.3,0.2,2.4,0.9,904,6,0.417,0.408,0.106,1.4,8.9,5,19.5,1.6,1.3,15.9,16.6,-1.3,0.4,-0.8,-0.045,-4.5,-1.2,-5.7,-0.8,4155720,0,0.6,1.5,40.6,0.6,1.6,36.8,0.3,0.9,33.3,0.7,2.6,28.6,0,0.1,0
Fred VanVleet,TOR,2019,PG,25,64,46,18,27.5,113.1,105,8.1,24.3,3.74,29.6,1.2,7.8,4.6,7.9,50.3,53.9,17.7,99.9,9.5,0.1,0.3,2.2,0.3,0.6,0.9,31.7,68.3,0,2.6,3,5.6,1.5,1,2.1,3.1,9,6.9,7,26.7,0.3,0.6,1.7,1.8,1760,13.7,0.539,0.493,0.192,1.3,8.7,5.1,23.9,1.6,0.9,11.2,17.9,2.4,1.9,4.3,0.117,0.7,-0.7,0,0.9,8653847,0,1.5,3,49,0.1,0.6,24.3,0.5,1.1,41.1,1.8,4.6,38.1,0,0,0
Furkan Korkmaz,PHI,2019,SG,21,48,30,18,14.2,110.7,107,3.7,10.7,2.08,15.3,2.3,13,7.7,7.4,49.6,52.8,17.4,104.84,7.9,0.1,0.2,0.9,0.2,0.4,0.6,28.6,71.4,0.04,1.5,1.4,2.9,1.3,0.7,1.1,1.9,4.7,2.9,3.6,14,0,0.2,1.3,0.9,679,11.5,0.528,0.588,0.18,2.6,13.8,8.3,10.7,2,0.2,8.6,17.9,0.4,0.7,1.1,0.079,-0.8,-1.5,-2.2,0,1740000,0,0.8,1.3,58.7,0.2,0.5,40,0.1,0.3,33.3,1,2.9,33.1,0,0.1,0
Garrett Temple,LAC,2019,SG,33,75,37,38,27.2,105.2,106.8,-1.6,7.5,1.51,14.9,1.4,9.2,5.3,9.8,51.3,54.3,13.1,99.19,5.2,0.1,0.2,2,0.3,0.6,0.9,37.1,62.9,0.03,2.9,2.8,5.8,1.9,0.4,1.9,2.6,9.8,6.4,8.4,24.8,0.4,0.3,2.7,1.5,510,8,0.514,0.509,0.292,2.1,10.9,6.7,9.4,2.4,0.8,11.8,11.2,0.2,0.5,0.6,0.061,-1.3,0.8,-0.4,0.2,8.00E+06,0,1.1,1.9,60.3,0.3,0.6,47.9,0.1,0.5,25,1.2,3.5,34.1,0,0,0
Gary Clark,HOU,2019,PF,24,51,33,18,12.6,111.8,109.8,2,4,2.57,10.1,3.5,14.4,8.7,3.9,46.7,48,10.6,99.73,6.1,0.2,0.6,0.7,0.2,0.3,0.5,37,63,0,2.4,1.1,3.5,0.4,0.5,0.2,0.4,4.7,4.4,3.2,14.3,0.5,0.1,0.9,0.4,641,9.2,0.48,0.914,0.046,4.1,16.2,10,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1,0.071,-2.4,0.6,-1.8,0,674122,0,0.2,0.2,75,0,0,0,0,0,0,0.8,2.7,29.7,0,0,0
Gary Harris,DEN,2019,SG,24,57,38,19,28.8,111.6,105.3,6.2,11,1.87,14.2,2.4,7,4.7,7.6,48.8,52.6,19.5,99.4,7.6,0.3,0.5,2,0.4,0.9,1.3,31,69,0.05,1.6,2.7,4.3,2.1,1.4,1.9,5.8,9.8,7.1,7.8,29.5,0.3,0.7,2,2.1,1639,12.2,0.526,0.38,0.226,2.7,7.9,5.3,11,1.6,1,8.9,20,1.1,1.5,2.6,0.076,-0.7,-1,-1.8,0.1,16517857,0,2.5,4.8,52,0.5,1.2,43.5,0.3,0.9,30.8,1.4,4.2,33.9,0,0,0
Gary Payton II,WAS,2019,PG,26,3,2,1,5.3,117.9,92.1,25.8,33.3,4,30.8,6.7,5,5.7,7.7,68.8,68.8,21.4,116.1,21.2,0,0,1,0,0.3,0.3,0,100,0,0.7,1.7,2.3,0.7,0,1.3,2.7,0,1,0,3.3,0.3,0,0.7,0,16,36.9,0.688,0.25,0,6.7,6.9,6.8,45.1,8.9,5.3,11.1,23.8,0.1,0,0.1,0.358,9.8,5.2,14.9,0.1,85457,0,1.3,2,66.7,0,0,0,0,0,0,0.5,1,50,0,0,0
Gary Trent Jr.,POR,2019,SG,20,15,14,1,7.4,110.3,115.1,-4.7,5.7,1.25,8.1,1,8,4.8,6.5,37,37.7,21.3,104.42,2.3,0,0,0.5,0.1,0.1,0.1,50,50,0.07,0.7,1.2,1.9,0.4,0.2,0,0.5,3.4,2.4,2.3,7.9,0.1,0.1,0.3,0.5,111,3.6,0.377,0.42,0.14,1,9.4,5.3,6.2,0.4,1.4,7,21.7,-0.3,0.1,-0.2,-0.092,-6.7,-3.6,-10.3,-0.2,838464,0,0.2,0.6,33.3,0.1,0.5,25,0.5,1,50,0.4,1.6,23.8,0,0,0
